_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_topics_is_this_review_about,what_topics_is_this_review_about:confidence,comment,id,industry,normalized_rating,what_topics_is_this_review_about_gold
929645159,false,finalized,3,4/9/2016 18:18:27,bedside_manner,1.0,Dr ling so compassionate caring and great listener. The best!!!!,SURVEY_92e943506185e33371e457f2e02f0c86_60bb203293650e1501409def4d5c8d6a,,1.0,
929645160,false,finalized,3,4/9/2016 18:16:59,bedside_manner,1.0,Dr. Dillworth was very courteous and answered all of my questions.,SURVEY_95f3264be0e33eca18082243d7fef141_f3f334013e86d74460e9f78b4cba5b8e,,1.0,
929645161,false,finalized,5,4/9/2016 17:54:51,staff,0.4094,Saw dr kings assistant Erica she was great Denise was great as well.,SURVEY_7b16fd4c8391892a9015aac2153f4f46_f2cd8544e6b97288f406f81f6ed5f38b,,1.0,
929645162,false,finalized,4,4/9/2016 17:40:09,staff,0.7495,"The staff here is horrid. If you have Medicare they will treat you like scum. I had fallen the day before and am 4 months pregnant. I had called prior to coming in the office to make sure they accept my HMO and they called me back to confirm and set up an appointment.As I sat in the office for over an hour, the receptionist yells to a full room of waiting patients that my insurance isn't accepted. All while she was eating. after explaining my fall, that I had called Medicare and confirmed with the m and the doctors office I can be seen, she proceeds to say they don't call Medicare. That it was my problem I fell. I wouldn't recommend this office. Just because I'm on Medicare doesn't mean I don't want great care. They made me feel like I was scum. I went to the ER. My blood pressure was very high and I had to go on IV. They should be ashamed.",VITALS.FpN0QXnrgaj4CAS86bxd3g.U9OFL-57osuF6bOAaJkG9w,,0.2,
929645163,false,finalized,3,4/9/2016 17:53:47,bedside_manner,1.0,"This doctor is rude without any bedside manner, she s pushi and yelling and screaming at her patient.",VITALS.YwTWJDQSKWBDqcqhebdfuA.hgjG7lzKrSZPZ6P_dV3ejw,,0.2,
929645164,false,finalized,5,4/9/2016 18:55:29,"","","he is very arrogant, no empathy, I do not recommend him at all.",VITALS.o_QMbX7z2Dp4ahp-iJyGmg.CvVbb9N2Jvz-nzmpoP0C9A,,0.2,
929645165,false,finalized,4,4/9/2016 18:47:12,wait_time,0.7507,I was told to arrive at 730 and I did. When I arrived I was taken tro preap and waitied until 930 to start my procedure. Which Ifind redicilios and aabsurd. When I asked the nurse in the room she said I was late. Which I wasn't. I would like to mention the fact that the precdure again was without sadaiation and took less then 5 minutes. Furtmore when I entered into the precdure room the doctor couldn't me in the system so he Dr. cozy he asked the nurse to put me back in the system. Again absord,KIOSK_39565b6e4b2109bf60506b8d0f91272e_5a433af2b56e9a7e1c5a89f8aaf17e63,,0.1,
929645166,false,finalized,3,4/9/2016 18:47:02,bedside_manner,1.0,spends most of the time chartingdoes not look you in the  eye.,U_COMPARE_HEALTH_CARE_6c04c64184718c4764d038c26b21ab18_ad39834f98aa8439a1061898b1171652,,0.2,
929645167,false,finalized,3,4/9/2016 18:05:33,bedside_manner,1.0,Terrible bedside manner. Poor attitude towards patients.,VITALS.SuDFJ7usIQ27U2tqRPj5yQ.R6mw00JJs4zWO6agBc3qcg,,0.2,
929645168,false,finalized,5,4/9/2016 18:15:38,"getting_an_appointment
staff
administrative_process","0.7978
0.4164
0.4044","Worst PCP in Pinellas. Constant last minute change of appointments. No accountability for mistakes made by staff. Even when presented with written proof of staff error, the Doctor did not make it right. I was honestly appalled by Dr. Adriana Casanova's dismissal of my treatment by her staff.",U_COMPARE_HEALTH_CARE.IQwAiu7T5zeuOweDcEKwSQ.rv-9218071,,0.2,
929645169,false,finalized,5,4/9/2016 17:53:47,doctor_competence,0.6423,"Awful, liar, cheat, dangerous surgeon.She is a criminal to a womans health.",U_COMPARE_HEALTH_CARE_dbfc14ac37d6de926dbb0c8eab5c97bf_a266f64f8be9f959fd2042e9c46234f6,,0.2,
929645170,false,finalized,5,4/10/2016 01:17:50,"doctor_competence
bedside_manner","0.6258
0.4085","When a 71 year old patient complains that she is concerned about possible external hemorrhoids and in which is giving her some extreme discomfort, I believe that she should be examined at her visit. This doctor told her that he would examine it once she schedules her colonoscopy...in which the front desk said it would not be for another two weeks. Again, I expressed the concerned to be examined and he said he was unable to do so right then because he was trying to leave to catch a plane and go on vacation. I wish ZocDoc future patients could have seen my face when he said that.",ZOC_DOC.niLvD1jMEhBBmnZ8FkRwyg.xRz0phc2QC7JSlCguJr68w,,0.2,
929645171,false,finalized,3,4/9/2016 18:03:28,doctor_competence,1.0,I hope to h ave fluid dissipate completely and that Dr Metersky was successful in my surgery!,SURVEY_38c8e37de8add6b96e85372367914405_fa7c7f6eb4c29043c489ec3943b05895,,1.0,
929645172,false,finalized,3,4/9/2016 18:18:27,bedside_manner,1.0,"Do NOT go to Dr. Gaines. Aside from having to deal with his arrogant,condescending and downright unbelievable bedside manner, you will spend HOURS on the phone on hod trying to get in contact with him or get a surgery appt. This Dr. does not even respond to emails, emergency calls. He may give you an extra answer about your condition on his way rushing out of your appt. if you beg him. HORRIBLE Dr. and experience. I got rid of Kaiser because of the experience I had.",VITALS.C4Lq7raGjQS9MgB8wIj97A.rw-R8tbplq6gFbeoG0Tjjw,,0.2,
929645173,false,finalized,3,4/9/2016 18:01:18,doctor_competence,1.0,"I was told there was nothing at all wrong with me. Well it turns out that i had a stroke not even 2 weeks after my appt with him. Not only was i told nothing was wrong because being a young female,I did not meet the criteria for any vascualar issues, that it was a depression issue. I now am being followed by a excellent neurologist and cardiologist",VITALS.5iO5vvx2IrHUU-qRibYCgQ.d_PlI6Mk1qDhKUauUzR6yw,,0.2,
929645174,false,finalized,3,4/9/2016 18:25:41,doctor_competence,1.0,He i s an excellent professional and wonderful human being,U_COMPARE_HEALTH_CARE.Cu3njlQtMFjc_s-WAUsPEw.rv-9157877,,0.2,
929645175,false,finalized,3,4/9/2016 18:04:18,staff,1.0,Staff was awesome! I hope I don't have to come back but if I do I would definitely want to come here,SURVEY_38c8e37de8add6b96e85372367914405_8fb21455c70fc08475b893752ed32efd,,1.0,
929645176,false,finalized,5,4/9/2016 18:17:18,staff,0.7971,Everyone is great  the front desk personnel are also fantastic,SURVEY_7b16fd4c8391892a9015aac2153f4f46_818934cf40625170cbc795d50e33224c,,1.0,
929645177,false,finalized,4,4/9/2016 18:28:10,"staff
bedside_manner","0.752
0.5002",Everyone was very polite . Thank y'all so much for being so welcoming.,SURVEY_5f4fa99e59f746d3e6b562fe0fb47009_ad8316d62b1e546e92ee8dd572d2280b,,1.0,
929645178,false,finalized,6,4/9/2016 18:58:42,technologyamenities,0.494,"I am so disappointed in my experience with at Sonia Gibson's office. First of all, the day I went to the office, the computer systems were down so I had to tell the staff my Name, Height, Weight (without them measuring) and they wrote it down on a blank sheet of white printer paper. I then met with the doctor and discussed my symptoms; she was very nice and suggested I get some blood work so we can begin the process of understanding what might be wrong. She mentioned that once I got my blood work results, the office would be in touch with me within 1 to 2 weeks to discuss next steps. Immediately after my appointment, I went to the lab to get my blood work. Three weeks after my appointment, I called the office to see if they received my lab work; i was forwarded to the medical staff's voicemail service: no response. A week or two later, I call again, and again, I reach voicemail and get no response. I wait yet another week and finally get in touch with someone, they say yes, they've received my results and that they needed the doctor to take a look and they would call me back in 5 minutes - guess what comes next, no call back. I finally wait one more week as at this point, I assume nothing is wrong since I'm not getting a call back but thinking I would like a second opinion. I call the office again, again I am sent to the voicemail service, but this time, I leave a very blunt message demanding my results so I can share with a doctor that actually cares about my health. Finally, on this day, I receive a call back from the office but I was in a meeting so they left a voicemail. The voicemail I received is a concerned message that they do in fact think I may have an issue and informing me that I need to get further testing completed ASAP....ASAP...6 weeks later? The only positive thing I can say at this point is that the office did mail me my lab results (the lab results they received dated a week or two of after my appointment). At this point, I of course did not go back to Sonia Gibson's office and went to another doctor for a second opinion and treatment. The funniest part of the experience is that I was charged a hefty bill for my visit. I called the doctors office a few times to dispute the charge and discuss my experience but, as I'm sure you can guess, I never did get a call back. What I did get was a notice that my unpaid bill was sent to collections...ridiculous. Unfortunately, a doctor is only as good as their staff, and this office is unorganized and does not care for their patients. I definitely do not recommend Sonia Gibson - find an office that will care about you.",ZOC_DOC.27PGZUiL5NlpF8nl-U173Q.7TwN9l1yWY-0fHI4-CYWUw,,0.2,
929645179,false,finalized,4,4/9/2016 18:44:09,bedside_manner,0.7397,"I am very disappointed. I like this doctor, but he obviously cares very little about this patient. I won't get into detail, but I will say his neglegence could have been life threatening.",U_COMPARE_HEALTH_CARE.aKqR-VQcijuAjNVXrPxnUQ.rv-9007467,,0.2,
929645180,false,finalized,6,4/9/2016 18:44:45,"doctor_competence
wait_time","0.6622
0.4873",Great experience.  I did not have to wait long to see the doctor and found him to be very knowledgeable.,SURVEY_7b16fd4c8391892a9015aac2153f4f46_e5cfd9e0c954231a782572649d464c79,,1.0,
929645181,false,finalized,5,4/9/2016 18:49:43,doctor_competence,0.8018,Excellent job of explaining the hernia. What to watch out for when onset of pain.,SURVEY_7fe6f437a59fdb0cf02c3e95757b0d92_db2cee6761feda5fd6a73d725e73118e,,1.0,
929645182,false,finalized,6,4/9/2016 18:49:43,wait_time,0.6771,"Wait was a little longer than expected, but service by Dr. Bauer was great.",SURVEY_d744de84a3f817ed72fb4dd343ac96ea_cd6c8461ea54852b4829b8d4ced8a985,,1.0,
929645183,false,finalized,3,4/9/2016 18:27:33,staff,1.0,"Worked in same day for ear pain, wonderful staff and provider.",SURVEY_af864595f1430255eef2bf2e0fa06a20_5863ac895d380da7a9fb912fa123db76,,1.0,
929645184,false,finalized,3,4/9/2016 18:44:10,"bedside_manner
staff","1.0
0.6781","This docotr is the most arrogant, snotty doctor I have ever met. His staff are sour faced and rude and he is worse. He makes snippy comments to his patients and acts as if you are bothering him with your questions. He needs to lose his license and his staff need to be unemployeed so they can appreciate having a job",VITALS.pM-d0-P3R1kzfzs7nrGvfQ.usj6rnamxhccjh32PvoFww,,0.2,
929645185,false,finalized,3,4/9/2016 18:06:54,"bedside_manner
staff","1.0
0.676","Awesome as always, fast , always kind and courteous. Answers all my concerns. Staff is very kind.",SURVEY_5f4fa99e59f746d3e6b562fe0fb47009_f34fb203a5ed8fe10010af6c00cce218,,1.0,
929645186,false,finalized,5,4/9/2016 18:07:16,bedside_manner,0.6343,"Made it a very pleasant experience when going to the Dr can be somewhat worrisome, everyone was so congenial",SURVEY_100ff08b310cdd59dc5c48b5ff51c099_d4abfe80ea59d3213fe9b94e7d13e911,,1.0,
929645187,false,finalized,3,4/9/2016 18:15:19,"staff
bedside_manner","1.0
0.6671","Staff says awesome 
Dr spent time with me and allowed me to ask questions",SURVEY_e13b272497928fe35331ced9a353bccb_5e70a5207c4f5827b7125d84c1adac11,,1.0,
929645188,false,finalized,5,4/9/2016 18:07:16,doctor_competence,0.6343,I WILL NEVER GO BACK TO THIS PLACE NEITHER DR GRANDE OR THAT OTHER ONE YESSI FELIPE HAVE NO CLUE WHAT THEY ARE DOING. LIKE YOLI SHE SEEMS TO BE ON TOP OF EVERYTHING.,VITALS.2fMUw-bZqAuq2ZEuaPYo6Q.L31pC9EkR09V6_RYq3FLyA,,0.2,
929645189,false,finalized,5,4/10/2016 02:17:24,"staff
getting_an_appointment","0.5953
0.4146","I never write reviews, but if I had known about how bad the office staff was, I wouldn't have started seeing Dr. Lann in the first place. They are rude, disorganized and unhelpful, it's simply not worth it. Her office called and cancelled the appointment that I made six months ago. They told me that Lann was filled up for the rest of the year , wouldn't allow me to make an appointment with another doctor in the practice, and wouldn't put me on any type of waiting list in case someone cancelled. I explained to her that I couldn't wait another four months to see a doctor, and she told me that I should have returned her phone call earlier because they would have had appointments. She called me on Friday. I called her back on Tuesday. She claims to have left a voicemail a month ago, but I never received one. During the whole conversation she was rude and unhelpful. Finally, I told her that I would just have to see another doctor because I couldn't wait that long for an appointment, and she said okay and hung up. Previous to this, they told me they overcharged and sent me a checks to make up for the over charge, and then sent me a bill later on, for the same amount they gave back to me, saying I was overdue. SInce I work nearby, I went in the office to pay my bill, rather than send it in through the mail, and they wouldn't accept my payment because I didn't have the invoice number on me. I asked if they could look up my account and she said I had to mail it in because ""it doesn't work like that.",VITALS.22vu-zXR5lSS6xeFHjWgHw.Vi_T_jCL4VEQcMEI1HL3PA,,0.2,
929645190,false,finalized,3,4/9/2016 18:04:18,bedside_manner,1.0,Very  good everybody is very friendly and very h elpful,SURVEY_70d9943aff6f421751db4dace40b88ab_9f2064778723818e2e0d7ef5f590f619,,1.0,
929645191,false,finalized,3,4/9/2016 18:44:10,doctor_competence,1.0,"First off he let me know he had a meeting to go to and brushed me off completely. Made me perform physical tests and later admitted had lied to me in order to trick me. Gave me pills that give me a rash - something he never asked or cared to asked about.Failed to properly diagnose and left half way through exam.If you see this man, turn around and walk into a moving bus - it will be safer for you in the long run.",VITALS.hPR0mqqMa5RS3EDD1o7TtQ.B24JC9dy4yynUAmj3uyn6g,,0.2,
929645192,false,finalized,5,4/9/2016 18:41:08,staff,0.4126,I called to schedule a complete physical but her staff failed to schedule time for a full exam. She treated me as though it was my fault and requested that I reschedule. I'll never schedule with her again.,VITALS.-h8oSoHCIFkicDbmZOxlzw.NVqliqvrVua6KteAbI7j_g,,0.2,
929645193,false,finalized,3,4/9/2016 18:44:09,bedside_manner,1.0,Overall experience was good. Caring to the patient needs.,SURVEY_207208d7f59c2ccfbb27265e88a04994_3bce1415dc4419b493a22057040720ee,,1.0,
929645194,false,finalized,3,4/9/2016 17:52:18,staff,0.6975,"office staff is extremely unprofessional and unnecessarily rude. i've been a patient there for several years and with the exception of one assistant, i continue to find myself aggrevated by the treatment/service i get from the office staff. Just called and one receptionist answered the phone forgetting where she was. Why must it take 3 weeks to get a co-pay refund that I shouldn't have been charged with in the first place?Suggestion: hire professional office staff who can live up to the standards of a professional doctors office. After sharing this with a co-worker who visits the same office, I learned I'm not the only one who's experienced this type of treatment from your receptionists.I plan on finding a new doctor.",VITALS.uLH3Tt7xbspwk6XfrSdHJw.oUXDT5eUssy7TVhiZ197bQ,,0.2,
929645195,false,finalized,3,4/9/2016 18:04:18,"staff
getting_an_appointment","0.6973
0.6545",my appointment was for a routine annual visit- I was graciously welcomed and everyone was very efficient and kind.,SURVEY_8385aaacfe43bf6ce9759cdd9126beb0_1ae4cee81361a2d6454e468be16b0e35,,1.0,
929645196,false,finalized,5,4/9/2016 18:01:30,bedside_manner,0.7934,"He usually started off the visit by yelling, HIiiiii GUY!!! I think because he doesn't remember my name. He smiles alot but doesn't really seem to care about my problems. I felt like I was on an assembly line. I am also not even sure when I am supposed to see him next. You would think that for someone who had a heart attack, this would be important. He spent maybe two minutes with me.",VITALS.wtWWAcViKjxoIfcqaXPFGA.7lruShHIZYf1_x3R3cCjtA,,0.2,
929645197,false,finalized,4,4/9/2016 18:49:43,bedside_manner,1.0,Very profrossional and friendly! Love the new office.,SURVEY_d9701c0f409662e0fa6fafdc7e03c71d_4fd2dcf661397d818d290168d455d076,,1.0,
929645198,false,finalized,5,4/9/2016 17:54:15,staff,0.8272,"Very pragmatic, direct people. The receptionist could be warmer but that does not really matter much",KIOSK_cd9e10bf68f981a5785f8e180a6dccbd_633e46b175b17103bf4757a029e3a529,,1.0,
929645199,false,finalized,5,4/9/2016 18:15:38,"getting_an_appointment
doctor_competence","0.7978
0.4078","Appointments were kept ON time!
Dr. Cosmo is one of the most extraordinaire human beings I have ever met",KIOSK_dd6c2766bf3378c0198b811aec09f63d_8d0ca0fe8f8554e09422aa6655df8ad8,,1.0,
929645200,false,finalized,5,4/9/2016 18:15:46,bedside_manner,0.6367,"Dr Lowder, though maybe a competent neurosurgeon, came across as mentally unstable. He had a rambling, pressured speech and seemed fully manic. He was also irritable and critical of other physicians I have seen. Snide comments were made which made my wife and me very uncomfortable. We left the appointment with no intention of returning. I am curious if others have had similar experiences.",VITALS.8s2m7S99OEI4QOwHPnfOyg.cPdLeu9QdlBYRorA6zjR0w,,0.2,
929645201,false,finalized,4,4/9/2016 18:11:40,staff,0.7203,Saw Salima pa she is excellent enjoy my visit staff is great,SURVEY_536f1b68695ef168ef1d473cc39e133a_f7ef40799407ba22fe6c2f32974e89ae,,1.0,
929645202,false,finalized,3,4/9/2016 18:06:53,staff,0.6983,"Polite staff, Dr Escamilla is patient and takes his time to listen, really appreciate that",SURVEY_536f1b68695ef168ef1d473cc39e133a_cebfc305452e51e9fee24648306f278f,,1.0,
929645203,false,finalized,4,4/9/2016 17:59:13,"bedside_manner
doctor_competence","0.7444
0.5372",I wouldn't revommended anybody to her. to me she didn't seem sincere or take what had happened to me serious..part of me blamed her for losing my first child..,VITALS.wpfOyTGwBpQ-8bD05XeaaQ.qPbBsjMeYua4pTaPG-cX4w,,0.2,
929645204,false,finalized,6,4/9/2016 18:17:04,"","",Dr. Weaver was very sarcastic and unconcerned. I have a shoulder injury from a flu shot and he thought it was unbelievable that a flu shot could injure a shoulder. Believe me I would not be taking my precious time to go the doctor if not needed. I do not recommend this doctor to anyone.,VITALS.w6ppLnJC-l2fMB-nj_-E8g.Ts-zAvYZZwSCbcWxB6-NBA,,0.2,
929645205,false,finalized,7,4/9/2016 18:44:09,wait_time,0.7325,Waited 2 hrs in waiting area to be called. Had 1 o'clock appt didn't see dr until after 3:30,SURVEY_cb2be7a4c28922f15634c6be660b051d_57c4638e8c1925ea52a8ed73728db5c0,,0.2,
929645206,false,finalized,5,4/9/2016 18:37:58,doctor_competence,0.42,If this is a work related injury and you want to be healed... get another doctor,U_COMPARE_HEALTH_CARE.zfTNuh0JbgQ3uMsrpOsf2Q.rv-8958671,,0.2,
929645207,false,finalized,3,4/9/2016 18:11:00,doctor_competence,1.0,"doctor repeatedly asks me what do ""I think is wrong"" as if I'm the doctor and he's the patient. i tell him there are lumps in my neck he takes a flashlight and flashes it at my neck as if it's see thru,(apparently african americans are transparent) when i tell him he has to feel it he humors me by poking my neck for .5 seconds. followed of course by more asking of the patient to self diagnose then he sends me off ,never to think of me again, to the lab where i will now wait a week and a half to even be seen.........these are the doctors we look up to and pay for all of this insurance to see and for what??? dr. chen? if thats the case our system is oh so very sad and if ""doctor"" Chen can't give 100 percent he should get a new profession and leave the the life or death stuff to someone who cares or at least knows what he's doing.",VITALS.7370QUlce9ztXiCiMA_Jtw.YbqSUVrtKQBYISBg7Ew5fw,,0.2,
929645208,false,finalized,4,4/9/2016 18:10:04,"staff
doctor_competence","1.0
0.7546",Wenzel and staff take care of me like no other health professionals. They are so high quality. I can't say enough good things about them.,SURVEY_3393246f9691254b9f5ec0eecd6ae66a_1ab4a51f016946d1d8ab39042f519687,,1.0,
929645209,false,finalized,6,4/9/2016 18:20:56,doctor_competence,0.5173,I wish I could give her zero stars. She is the worst OB EVER.,VITALS.YwTWJDQSKWBDqcqhebdfuA.6uu6FZ1lSE8P0--aBwRPow,,0.2,
929645210,false,finalized,5,4/9/2016 18:46:56,care_coordination,0.6271,Most unprofessional medical office I have ever dealt with.,VITALS.csHyMohDtWSaYA3nW0B0oQ.Nk_2I5sOk_v9Zdv6Ef7_tw,,0.2,
929645211,false,finalized,3,4/9/2016 18:05:32,staff,1.0,Worked me in and staff was great and very accomodating,SURVEY_7b16fd4c8391892a9015aac2153f4f46_e702cf549da693e9e59267a846cc0613,,1.0,
929645212,false,finalized,6,4/9/2016 18:51:39,doctor_competence,0.6702,Very great at addressing problems and getting us the referrals we need.,SURVEY_d9701c0f409662e0fa6fafdc7e03c71d_cd21bc50d4f31a8e7fc32abbcf631f35,,1.0,
929645213,false,finalized,4,4/9/2016 18:37:37,"bedside_manner
wait_time","0.7589
0.7556",Friendly but took a little  long but happy was able to be seen so quickly,SURVEY_7fe6f437a59fdb0cf02c3e95757b0d92_75d4e33eb9a9970121ec097ac1093d44,,1.0,
929645214,false,finalized,5,4/9/2016 18:51:34,doctor_competence,0.4044,Great care.  He is very professional and knowledgeable.  Appreciate his concern,SURVEY_a713e0b7edec5e3cf1e8495738de6c07_365828fbb60255c4d903b8f88be74454,,1.0,
929645215,false,finalized,3,4/9/2016 18:18:27,"doctor_competence
bedside_manner","0.7045
0.6328","Dr. Colon lacks the professional ability to properly understand a patient's illness and/or concern and make a proper assessment or diagnosis. He comes across as lacking a general understanding of his practice and unable to apply his education in a real world setting. Dr. Colon has a pompous, self absorbed and uncaring demeanor. This doctor should be avoided.",VITALS.WOGKp2DeWMC1nb4STj_9UA.zOSbFABnKQLNVceCQlLC4Q,,0.2,
929645216,false,finalized,5,4/9/2016 18:12:16,bedside_manner,0.6326,"Everyone was very helpful and very informative, everyone was very nice and made me feel at ease.",SURVEY_70d9943aff6f421751db4dace40b88ab_bc1b10ce5325478e8bb131e811d6c5de,,1.0,
929645217,false,finalized,3,4/9/2016 18:18:27,bedside_manner,1.0,Erica was very pleasant and patient - she really listened to all of my concerns,SURVEY_7b16fd4c8391892a9015aac2153f4f46_7e1836eea039929002110ddb5b9e1400,,1.0,
929645218,false,finalized,4,4/9/2016 18:47:12,doctor_competence,0.7699,"If zero stars were an option, unfortunately, I would give that. This is an unprofessional doctor who seems to lack common courtesy, compassion, and empathy. She is chronically late for appointments and runs her clinic in an exceptionally disorganized manner. I never imagined a specialist in the field could add More grief and frustration to the already overwhelming diagnosis of infertility, but, Dr. Ketefian and her team, repeatedly, did just that. From physician no-shows for appointments to recurrently lost paperwork to complicating even the simplest of tasks, my experience with this doctor was extraordinarily and unnecessarily painful. You should not have to battle your physician for simple things, nor should you ever have to question your doctor's character, but if you work with Dr. Ketefian, there is a strong possibility that you will end up doing both. Please, save yourself from the hurt we experienced, and go to a more qualified, empathetic, organized team with better reviews and higher success rates.",VITALS.rfGaOHYhbGK8Ctb_gFcPPA.Cy7ivxjNQ22XLj9eviknsQ,,0.2,
929645219,false,finalized,5,4/9/2016 18:01:30,bedside_manner,0.7934,"They are always very nice and helpful, even when I'm down.",SURVEY_207208d7f59c2ccfbb27265e88a04994_c862778de4a99e1b8f66f3c0f94c6a10,,1.0,
929645220,false,finalized,4,4/9/2016 18:13:45,bedside_manner,0.7724,Good listener and patient. He doesn't make me feel rush,SURVEY_680f4479a1591d65b15a2d9e41710feb_573be28fdaf9dab63206924f91b688e2,,1.0,
929645221,false,finalized,4,4/9/2016 18:16:06,staff,0.7836,If you have to go to the dr. Dr Linn and his staff are wonderful,SURVEY_af864595f1430255eef2bf2e0fa06a20_5caa9bd3d0db59ffcfdca81b2717a8de,,1.0,
929645222,false,finalized,4,4/9/2016 18:05:40,doctor_competence,1.0,This doctor scewed up my knee replacement. She wouldn't take blame for it and said the pain was in my head. I had to have a revision and new doctor said Dr. Tsao really messed up my knee.,U_COMPARE_HEALTH_CARE.EdSH9H8-Rq-4ob1MU9de6g.rv-9085995,,0.2,
929645223,false,finalized,6,4/9/2016 18:19:54,bedside_manner,0.684,"I just wanted Dr. Pursch to know how just how nice, helpful and curtious Anna has been to my wife Devyn and I! Last week I had tremendous referral issues among other things going on that I couldn't get fixed that were extremely pressing. Anna went way above and beyond what she would ever be expected to do to help me solve my issues! On top of the pressures of the everyday business to deal with on top of dealing with all the other patients Anna continued to help me with my issues in a very timely manner while still being extremely curtious with all the stress going on and the main thing that impressed me about Anna other than her pure dedication and politeness was her keeping her word EVERY time she said she would call me back or give me an update! She seems to me to be an asset to this office and I really appreciated all the help! This is not to take away from the fact the entire office staff is polite, helpful, and friendly as well!!!!

Thank you,
Stacy Richardson",SURVEY_d9701c0f409662e0fa6fafdc7e03c71d_bc51f488bb2b9f8781fa80b29cc729c3,,1.0,
929645224,false,finalized,5,4/9/2016 18:38:46,bedside_manner,0.6147,"Dr, Kumar is the greatest! Stephanie is wonderful! I always feel well taken care of!",SURVEY_680f4479a1591d65b15a2d9e41710feb_0ee794d58cba409dd8c665017702e764,,1.0,
929645225,false,finalized,3,4/9/2016 18:15:19,staff,1.0,Colonoscopy hemoroidectomy  staff great extremely helpful,SURVEY_70d9943aff6f421751db4dace40b88ab_5d6eb6afc3c91585c2eeb6a0c7136bc2,,1.0,
929645226,false,finalized,3,4/9/2016 17:52:18,bedside_manner,1.0,Made me feel very comfortable with a uncomfortable situation.,SURVEY_61dcedf339e22580a6c4b325d5da594f_23ecd780508ce09f5d7fdfe86a0dd7da,,1.0,
929645227,false,finalized,6,4/9/2016 18:49:43,"doctor_competence
likely_to_recommend","0.8363
0.4726",Oh my goodness Dr. Wang is terrible! I don't trust her medical judgement at all! Don't go to her! I went to someone else after seeing her because of my gut feeling that what she said did not ring true.,RATE_MDS.YjWQqn28xQCqwZio2c66AA.gVpRnMD5puw4yqtUP4INYw,,0.25,
929645228,false,finalized,5,4/9/2016 18:44:07,doctor_competence,0.817,Worst psychiatrist ever. Just throws pills at you takes the things you say personal. He will fight you like a child if he feels you are being rude to him. So unprofessional.,VITALS.QxseWAaDpMoeGB_nAv9XgA.0xZFvNg_v4gDeLqYsmcxGg,,0.2,
929645229,false,finalized,5,4/9/2016 18:12:16,"valuepricebilling_issues
staff","0.6169
0.5719",Although there was an error with billing staff was very professional and explained the error in or for me to know what's steps were being taken to correct it,SURVEY_8385aaacfe43bf6ce9759cdd9126beb0_9e92a4ad78c56e8230d0c402736df4e7,,1.0,
929645230,false,finalized,3,4/9/2016 18:16:59,staff,0.7204,Everything went smoothly no issues staff is very polite and professional,SURVEY_100ff08b310cdd59dc5c48b5ff51c099_fa4a4528bffc7709d8a0efe53e02ddab,,1.0,
929645231,false,finalized,3,4/9/2016 18:06:54,doctor_competence,1.0,A horribly incompetent doctor who failed to diagnose a serious life threatening condition .,VITALS.Vlmu5G_zhn5M2yunC17QkQ.5YjH8aVhsyOqPHVZXvy6bw,,0.2,
929645232,false,finalized,6,4/9/2016 18:17:04,doctor_competence,0.6573,"on scale of 1 to 10, 10 being the best I would give him a zero",U_COMPARE_HEALTH_CARE._pnEioaKKdiUDZB4Meam0w.rv-9143586,,0.2,
929645336,false,finalized,3,4/9/2016 18:44:50,bedside_manner,1.0,This doctor refused to listen. He did not care about me or anything that I was dealing with. Very bad experience for someone as sick as I was at the time. Luckily found another doctor willing to help me.,U_COMPARE_HEALTH_CARE.9IP7BYFCPimCaPSkVRiLvw.rv-9153551,,0.2,
929645337,false,finalized,4,4/9/2016 18:31:56,wait_time,0.7547,"Waited at least 30 minutes at all appts. Sometimes over an hour. Usually only saw Midwife. Ultrasound tech very rude and rushes you through, even opens door before you can wipe the gel off and get your clothes back in place. Office staff is completely non-responsive to calls. Many apps rescheduled because Dr. Harden is out of town. A lot. My third pregnancy, first time with Dr. Harden. I feel sorry for any first time moms who choose her. I would be a nervous wreck if it were my first time and had to deal with that practice.",VITALS.V1CBqkABrijaDvUVucmupg.mIPQCnwJzQdREQWtl1qmVQ,,0.2,
929645338,false,finalized,3,4/9/2016 18:03:28,doctor_competence,1.0,"The center promotes a proactive stance towards womens health. The doctor possesses the education, experience and training to perform specialty surgery. He did a fabulous job with my surgery. My recovery has been spectacular and far exceeded my expectations. The office staff are friendly, helpful and professional. Website is fabulous!",KIOSK_52c5d13cb973a52031130c6faf5626a5_66a2eedb3c8675fb3936e7b91f70dfd4,,1.0,
929645339,false,finalized,4,4/9/2016 18:51:42,wait_time,1.0,"2 hour wait with only 5 people ahead of me, no changing station in the bathrooms, no magazines, rude doctor.",GOOGLE_PLACES.M1Ti6qS-pOAxO44T2dSrvQ.xgrXsB8DuhjthdRVWbihhg,,0.2,
929645340,false,finalized,6,4/9/2016 18:16:06,other,0.5486,"Another funny thing, is that every waiting room she has in her office has a posting on the wall saying something about cancelling within 24-48 hours. The posting also says that there are other patients that could benefit by her patients calling and cancelling instead of not showing up which if fine, but to me it translates to her saying....""MY time is important but I don't have any regard for your time"".",VITALS_dc916f62efbd96666ef63265cbcb4bb8_fb9b6d2282939aa8e5f5a08cc80d4ea4,,0.0,
